CodigoNacional;NombreEstacion;Latitud;Altura;A�o;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;1;14.5;18.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;2;14.9;17.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;3;14.7;17.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;4;14.8;18.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;5;14.1;18.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;6;15.0;18.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;7;15.4;17.4
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;8;15.0;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;9;15.3;17.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;10;15.1;17.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;11;14.9;18.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;12;14.0;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;13;15.7;19.0
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;14;15.8;19.5
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;15;15.3;19.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;16;15.5;18.2
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;17;15.5;18.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;18;15.3;17.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;19;15.5;18.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;20;12.0;17.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;21;14.7;17.7
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;22;15.1;18.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;23;16.0;18.8
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;24;13.6;18.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;25;15.3;18.3
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;26;15.8;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;27;15.7;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;28;15.9;18.9
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;29;15.9;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 20'' S;50;2020;9;30;16.1;19.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;1;15.3;18.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;2;11.7;18.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;3;14.3;18.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;4;14.4;17.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;5;12.7;18.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;6;14.6;18.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;7;14.5;17.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;8;15.0;18.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;9;12.0;18.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;10;14.9;18.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;11;15.4;18.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;12;15.7;19.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;13;16.1;18.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;14;15.8;18.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;15;15.5;19.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;16;15.7;18.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;17;14.5;18.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;18;14.9;18.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;19;15.0;18.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;20;14.4;18.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;21;13.0;18.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;22;13.9;18.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;23;15.0;18.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;24;12.9;18.5
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;25;13.8;19.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;26;15.6;18.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;27;15.4;19.4
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;28;15.4;18.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;29;15.7;19.0
200006;Diego Aracena Iquique Ap.;20&deg 32' 57'' S;48;2020;9;30;15.6;18.5
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;1;2.8;17.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;2;-1.5;21.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;3;-3.9;22.7
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;4;2.0;23.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;5;0.5;24.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;6;1.8;23.8
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;7;-1.5;23.7
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;8;-2.4;22.9
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;9;1.0;26.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;10;1.2;24.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;11;2.5;23.1
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;12;1.9;23.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;13;2.4;24.9
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;14;6.1;22.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;15;6.3;21.9
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;16;0.7;22.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;17;0.9;24.0
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;18;3.7;24.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;19;3.9;23.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;20;-0.9;22.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;21;-0.2;23.5
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;22;3.8;25.3
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;23;4.7;27.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;24;2.9;24.9
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;25;4.4;25.6
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;26;2.9;23.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;27;0.1;22.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;28;5.7;24.7
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;29;2.3;24.2
220002;El Loa, Calama Ad.;22&deg 29' 53'' S;2321;2020;9;30;4.2;24.7
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;1;12.8;16.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;2;10.2;15.6
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;3;11.0;15.5
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;4;13.1;16.6
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;5;12.2;15.7
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;6;12.8;15.8
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;7;11.9;15.3
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;8;13.2;16.2
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;9;12.5;15.8
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;10;13.4;17.0
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;11;13.5;17.3
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;12;13.9;17.2
230001;Cerro Moreno  Antofagasta  Ap.;23&deg 27' 13'' S;112;2020;9;13;13.9;16.8
